Mf	af
68.91451610951721	0.6953456820843021
68.02250839247873	0.6743164885817623
68.4936119792605	0.6634032118103533
69.11550280442069	0.6900337938740985
69.13752771971167	0.6855251590291704
68.8618462281217	0.6799916482017293
68.41044593463803	0.6812830656027277
68.53956113697313	0.6800442071186327
67.62746134172389	0.6795645302633985
67.8544439317617	0.6645520858914379
69.02463592411056	0.6890198664719099
67.89216246765258	0.6808642556774323
69.19474705783406	0.6903591642888195
69.53554899265279	0.6896388325350603
68.74377737122495	0.687904229409274
68.73395137571853	0.6896122572987178
66.7253379081497	0.6561165940571166
67.74810260402685	0.6689915733784964
67.74525045094167	0.6703322938263572
67.59593891278033	0.6689581993486778
67.99127528315483	0.6800230490884503
69.45079438211911	0.7110706179033283
67.91921188332415	0.6841190717357178
68.57092890626195	0.6861187382282176
68.31035886935393	0.6752320081093693
68.28099100406806	0.6761413294735502
67.0278506106327	0.6641945279643333
67.89320002465283	0.6695710140714283
69.29712624574555	0.6932875486309787
68.57360533278369	0.6815653030299099
69.07343117137978	0.6911734763251761
68.54975746113774	0.6780296892236959
67.84030417136543	0.6668653160541907
69.40769874070429	0.6991768906114294
68.18484702906858	0.6787908759178901
69.58924233685968	0.6973024261478072
68.85198015255666	0.6824449131069756
68.92283981771529	0.6859641276101245
67.87573750018788	0.671592521723522
68.85067420569366	0.6867798657542749
67.50398324938342	0.6642515090539646
67.68998864304172	0.6818221362574426
67.77362273909029	0.6747497584750487
68.93318579523812	0.6853100101605577
68.48347307108287	0.6781912883608205
67.922474080119	0.6783359645176373
68.07027867277719	0.6743819055796781
68.08014101343011	0.6716367062221856
67.93297853669634	0.6738975527347875
69.45827910542366	0.6788850367209188
67.58618865053504	0.6656912782866744
68.50143223958862	0.6821351255329917
67.12941312153578	0.6722069253078852
67.4621030696169	0.6670312279421298
66.57711718351698	0.6529119142014598
68.80464916046319	0.6874922096453799
68.43260917189002	0.6791027943841638
69.42635898999288	0.6872709708868056
67.69833886272102	0.668482512435577
67.26342179274852	0.6678672642795593
69.0433734266671	0.6910044489879276
68.90955474620665	0.6804610127719039
69.32470214535496	0.680923981976889
69.17439138857196	0.7105616006768202
68.58821053742196	0.6780536758550949
68.54618887430829	0.713409871756793
68.72967301547729	0.6932649684421447
68.59571458247281	0.6824025435207517
68.4074653721411	0.6788385782968591
69.78043917485581	0.6986905536194933
68.11023505482916	0.676955507432809
68.03610023860227	0.6851222203117026
68.35317291956095	0.6782322590819648
69.19761085039173	0.6905242013048554
67.49112498121892	0.6619181425409937
68.7483826196462	0.6875488399660586
68.83372246564991	0.6863216255485348
69.59331197431274	0.6945274011681194
68.77893108024557	0.6805241847294642
68.56032125737045	0.6819549794289239
68.16223467059076	0.6853600254807133
68.34807108886665	0.6769472814304125
68.32793122953575	0.6780062525746807
69.25653786430894	0.6882237087326034
68.40826121365502	0.679002747745682
68.18061417981252	0.6815988247912217
68.49577206123341	0.6794217677486167
68.47944649133129	0.6831363442556908
66.98397788868277	0.6720976064002532
68.7916205472786	0.6830517077206445
68.25204062736901	0.6700909154972966
67.87680093618387	0.6803931886781188
66.89243191773987	0.6632493316518212
66.93518140179967	0.6662252833116358
68.79192226932511	0.687279542327346
68.89517592914918	0.6877576375065169
68.53234204410819	0.6803577322378258
69.65252034273362	0.6966183555038253
68.40339534716479	0.6777972058316925
66.87356436083886	0.6640718684458503
68.68425084686679	0.6874460556187619
67.01673103965626	0.6627440713250885
69.14299605400645	0.6961791605532395
68.08136244003836	0.676346506842274
67.64078518952967	0.6787475666127346
67.96696307634583	0.6796549493705418
